elo,bestGood,inaccuracy,mistake,blunder,avgLoss,referenceAvgLoss
400,40.37777777777778,27.28333333333333,16.86111111111111,15.477777777777776,3.5186622222222215,3.4440177777777783
600,49.36666666666667,27.21666666666667,13.166666666666666,10.25,2.0702544444444464,2.0159772222222245
800,68.30555555555556,19.105555555555558,7.644444444444444,4.944444444444445,1.0597322222222227,1.0431094444444449
1000,82.65,11.655555555555555,3.7777777777777777,1.9166666666666665,0.475245,0.4789966666666667
1200,91.28888888888889,6.588888888888889,1.572222222222222,0.5499999999999999,0.19270333333333317,0.21276499999999987
1400,96.93888888888888,2.7055555555555557,0.32222222222222224,0.03333333333333333,0.10866333333333333,0.1429305555555555
1600,100,0,0,0,0.07656722222222216,0.12107222222222214
